Price (TL),Room,Size (m²),Building Age,IL,ILCE,Neighborhood
18500,3+1,115,30.0,Ankara,Keçiören,Şefkat Mah.
20000,3+1,135,9.0,Ankara,Keçiören,Şehit Kubilay Mah.
17000,3+1,125,25.0,Ankara,Keçiören,Tepebaşı Mah.
53000,4+1,175,10.0,Ankara,Etimesgut,Göksu Mah.
12500,3+1,120,30.0,Ankara,Keçiören,Ayvalı Mah.
63000,4+1,195,16.0,Ankara,Çankaya,Beytepe Mah.
28500,3+1,120,25.0,Ankara,Keçiören,Kavacık Subayevleri Mah.
29000,3+1,145,18.0,Ankara,Keçiören,Aşağı Eğlence Mah.
16500,2+1,110,25.0,Ankara,Keçiören,Ayvalı Mah.
15500,3+1,110,30.0,Ankara,Keçiören,Aşağı Eğlence Mah.
13000,2+1,120,25.0,Ankara,Keçiören,Kavacık Subayevleri Mah.
25000,3+1,155,21.0,Ankara,Yenimahalle,Ostim OSB Mah.
26000,3+1,140,25.0,Ankara,Keçiören,Ayvalı Mah.
23500,3+1,120,25.0,Ankara,Yenimahalle,Demetgül Mah.
35000,2+1,90,,Ankara,Altındağ,Hacettepe Mah.
25000,3+1,135,18.0,Ankara,Mamak,Kartaltepe Mah.
17000,3+1,140,4.0,Ankara,Altındağ,Battalgazi Mah.
16500,3+0,117,15.0,Ankara,Etimesgut,Atayurt Mah.
27000,3+1,100,30.0,Ankara,Çankaya,Harbiye Mah.
15500,3+1,135,15.0,Ankara,Sincan,Malazgirt Mah.
16000,3+1,125,30.0,Ankara,Keçiören,Etlik Mah.
40000,4+1,180,13.0,Ankara,Çankaya,Cevizlidere Mah.
11000,3+1,109,35.0,Ankara,Keçiören,Kavacık Subayevleri Mah.
25000,1+1,58,5.0,Ankara,Yenimahalle,Ergazi Mah.
24000,1+1,50,1.0,Ankara,Yenimahalle,Yeni Batı Mah.
25000,3+1,150,18.0,Ankara,Çankaya,Kırkkonaklar Mah.
16500,3+1,115,12.0,Ankara,Keçiören,Esertepe Mah.
18000,3+1,110,35.0,Ankara,Çankaya,Ertuğrulgazi Mah.
43000,3+1,140,5.0,Ankara,Etimesgut,Eryaman Mah.
37500,2+1,132,,Ankara,Gölbaşı,Kızılcaşar Mah.
25000,4+1,130,12.0,Ankara,Keçiören,19 Mayıs Mah.
14000,3+1,115,16.0,Ankara,Keçiören,Etlik Mah.
22500,3+1,100,1.0,Ankara,Gölbaşı,İncek Mah.
15500,3+1,110,15.0,Ankara,Altındağ,Battalgazi Mah.
30000,3+1,150,20.0,Ankara,Çankaya,Harbiye Mah.
25000,3+1,140,15.0,Ankara,Çankaya,Şehit Cengiz Karaca Mah.
10000,3+1,155,2.0,Ankara,Sincan,Alcı Mah.
60000,1+1,75,,Ankara,Çankaya,Çukurambar Mah.
23750,2+1,75,15.0,Ankara,Etimesgut,Göksu Mah.
51500,4+1,185,5.0,Ankara,Çankaya,Ata Mah.
32000,3+1,140,35.0,Ankara,Çankaya,Çankaya Mah.
10000,1+1,20,15.0,Ankara,Sincan,Pınarbaşı Mah.
33000,2+1,120,25.0,Ankara,Çankaya,Prof. Dr. Ahmet Taner Kışlalı Mah.
21000,2+1,120,40.0,Ankara,Çankaya,Esatoğlu Mah.
10000,2+1,80,15.0,Ankara,Mamak,Zirvekent Mah.
27000,3+1,145,27.0,Ankara,Çankaya,Harbiye Mah.
23500,3+1,120,,Ankara,Keçiören,Sanatoryum
34000,2+1,82,,Ankara,Etimesgut,Eryaman
37500,3+1,170,,Ankara,Çankaya,Öveçler
21500,1+1,50,,Ankara,Gölbaşı,Merkez
24000,1+1,65,,Ankara,Etimesgut,Çarşı
43000,3+1,165,,Ankara,Çankaya,Kırkkonaklar
26500,1+1,60,,Ankara,Çankaya,Gaziosmanpaşa(Gop)
30000,1+1,40,,Ankara,Çankaya,Kızılay
27000,3+1,125,,Ankara,Çankaya,Öveçler
21000,3+1,120,,Ankara,Yenimahalle,Demetevler
15000,2+1,70,,Ankara,Altındağ,Merkez
25000,2+1,105,,Ankara,Çankaya,Kırkkonaklar
34000,3+1,120,,Ankara,Çankaya,Bahçelievler
42000,4+1,185,,Ankara,Etimesgut,Merkez
47000,2+1,130,,Ankara,Çankaya,Çayyolu/Ümitköy
21500,2+1,90,,Ankara,Yenimahalle,Merkez
55000,2+1,120,,Ankara,Çankaya,Ayrancı
25000,1+1,65,,Ankara,Çankaya,Çayyolu/Ümitköy
19750,2+1,100,,Ankara,Çankaya,Dikmen
21000,1+1,45,,Ankara,Çankaya,Çayyolu/Ümitköy
20000,3+1,135,,Ankara,Yenimahalle,Demetevler
30000,1+1,100,,Ankara,Çankaya,Merkez
34000,2+1,130,,Ankara,Çankaya,Yıldız
18000,2+1,90,,Ankara,Yenimahalle,Batıkent
35000,3+1,120,,Ankara,Çankaya,Yıldız
33000,2+1,100,,Ankara,Çankaya,Cebeci
26500,1+1,48,,Ankara,Gölbaşı,Merkez
36500,1.5+1,97,,Ankara,Çankaya,Yıldız
32500,1+1,60,,Ankara,Çankaya,Gaziosmanpaşa(Gop)
17000,1+1,70,,Ankara,Çankaya,Çayyolu/Ümitköy
32500,1+1,60,,Ankara,Çankaya,Gaziosmanpaşa(Gop)
26500,3+1,165,,Ankara,Yenimahalle,Merkez
63000,4+1,180,,Ankara,Çankaya,Çayyolu/Ümitköy
45500,2+1,85,,Ankara,Çankaya,Çayyolu/Ümitköy
25000,1+1,55,,Ankara,Çankaya,Cebeci
40000,5+1,220,,Ankara,Yenimahalle,Batıkent
53000,3+1,135,,Ankara,Çankaya,Yıldız
30000,1+1,85,,Ankara,Yenimahalle,A.O.Çiftliği(Aoç)
16500,3+1,110,,Ankara,Keçiören,Merkez
21000,3+1,120,,Ankara,Keçiören,Etlik / İncirli
19000,3+1,128,,Ankara,Keçiören,Etlik / İncirli
17500,2+1,120,,Ankara,Keçiören,Etlik / İncirli
33000,2+1,105,,Ankara,Gölbaşı,Merkez
22000,3+1,125,,Ankara,Çankaya,Öveçler
23500,3+1,135,,Ankara,Keçiören,Esertepe / Yayla
15000,2+1,110,,Ankara,Sincan,Merkez
25500,3+1,115,,Ankara,Yenimahalle,Batıkent
19000,3+1,145,,Ankara,Sincan,Yenikent
16500,1+1,51,,Ankara,Gölbaşı,Merkez
20000,3+1,135,,Ankara,Sincan,Merkez
24500,3+1,120,,Ankara,Çankaya,Dikmen
40000,1+1,78,,Ankara,Çankaya,Balgat
18500,3+1,110,,Ankara,Çankaya,Dikmen
18500,3+1,130,,Ankara,Mamak,Boğaziçi
13500,2+1,110,,Ankara,Sincan,Yenikent
36000,1+1,76,,Ankara,Çankaya,Dikmen
13750,3+1,125,,Ankara,Sincan,Merkez
17500,2+1,95,,Ankara,Mamak,Boğaziçi
12500,3+1,128,,Ankara,Keçiören,Sanatoryum
16000,3+1,118,,Ankara,Sincan,Merkez
18000,3+1,134,,Ankara,Keçiören,Etlik / İncirli
26000,1+1,45,,Ankara,Çankaya,Kızılay
25000,2+1,85,,Ankara,Gölbaşı,Merkez
38900,3+1,176,,Ankara,Çankaya,Çayyolu/Ümitköy
40000,2+1,120,,Ankara,Çankaya,Dikmen
20000,1+1,55,,Ankara,Etimesgut,Eryaman
32000,3+1,120,,Ankara,Çankaya,Merkez
90000,4+1,180,,Ankara,Çankaya,Dikmen
20000,4+1,150,,Ankara,Keçiören,Ufuktepe
31000,3+1,120,,Ankara,Çankaya,Merkez
22000,3+1,100,,Ankara,Etimesgut,Eryaman
40000,3+1,125,,Ankara,Çankaya,Çayyolu/Ümitköy
14500,3+1,120,,Ankara,Keçiören,Etlik / İncirli
13500,3+1,125,,Ankara,Altındağ,Ulubey
18000,3+1,110,,Ankara,Keçiören,Aktepe
18000,3+1,120,,Ankara,Çankaya,Öveçler
19000,2+1,95,,Ankara,Keçiören,Etlik / İncirli
25000,2+1,115,,Ankara,Yenimahalle,Ostim
28000,3+1,150,,Ankara,Çankaya,Dikmen
15500,3+1,135,,Ankara,Mamak,Boğaziçi
18500,3+1,120,,Ankara,Sincan,Merkez
16500,3+1,120,,Ankara,Pursaklar,Merkez
21000,3+1,145,,Ankara,Keçiören,Esertepe / Yayla
28000,3+1,145,,Ankara,Çankaya,Öveçler
13500,4+1,140,,Ankara,Altındağ,Yeşilöz
11500,1+1,90,,Ankara,Mamak,Boğaziçi
19500,3+1,130,,Ankara,Keçiören,Etlik / İncirli
25000,3+1,165,,Ankara,Mamak,Boğaziçi
23000,2+1,90,,Ankara,Gölbaşı,Merkez
60000,4+1,185,,Ankara,Çankaya,Balgat
36000,1+1,68,,Ankara,Keçiören,Etlik / İncirli
45000,2+1,105,,Ankara,Çankaya,Çayyolu/Ümitköy
23000,3+1,160,,Ankara,Sincan,Yenikent
32500,2+1,115,,Ankara,Yenimahalle,A.O.Çiftliği(Aoç)
20000,2+1,100,,Ankara,Etimesgut,Eryaman
20500,3+1,155,,Ankara,Sincan,Yenikent
24999,3+1,120,,Ankara,Çankaya,Öveçler
20000,1+1,60,,Ankara,Gölbaşı,Merkez
43500,4+1,164,,Ankara,Çankaya,Balgat
20000,3+1,142,,Ankara,Keçiören,Esertepe / Yayla
35000,5+1,220,,Ankara,Çankaya,Öveçler
16500,3+1,135,,Ankara,Pursaklar,Merkez
20000,3+1,110,,Ankara,Yenimahalle,Şentepe
21000,3+1,135,,Ankara,Keçiören,Esertepe / Yayla
16500,3+1,125,,Ankara,Keçiören,Etlik / İncirli
24000,3+1,132,,Ankara,Gölbaşı,Merkez
35000,4+1,220,,Ankara,Keçiören,Esertepe / Yayla
20500,3+1,135,,Ankara,Keçiören,Etlik / İncirli
13000,3+1,130,,Ankara,Keçiören,Etlik / İncirli
30000,1+1,50,,Ankara,Çankaya,Gaziosmanpaşa(Gop)
27000,1+1,60,,Ankara,Gölbaşı,Merkez
29000,3+1,105,,Ankara,Çankaya,Balgat
36000,4+1,170,,Ankara,Çankaya,Öveçler
15500,2+1,95,,Ankara,Etimesgut,Çarşı
18000,3+1,145,,Ankara,Sincan,Merkez
16000,2+1,105,,Ankara,Sincan,Merkez
25000,3+1,130,,Ankara,Keçiören,Ufuktepe
28000,3+1,120,,Ankara,Etimesgut,Merkez
30000,3+1,130,,Ankara,Çankaya,Anıttepe
22000,3+1,130,,Ankara,Mamak,Boğaziçi
19000,3+1,125,,Ankara,Keçiören,Etlik / İncirli
29500,3+1,110,,Ankara,Çankaya,Dikmen
24000,3+1,100,,Ankara,Çankaya,Gaziosmanpaşa(Gop)
15000,1+1,55,,Ankara,Etimesgut,Eryaman
15500,3+1,130,,Ankara,Keçiören,Etlik / İncirli
18500,2+1,100,,Ankara,Çankaya,Kızılay
24500,1+1,65,,Ankara,Çankaya,Dikmen
14000,3+1,130,,Ankara,Akyurt,Merkez
26000,3+1,140,,Ankara,Çankaya,Balgat
25000,3+1,105,,Ankara,Yenimahalle,Merkez
14000,2+1,100,,Ankara,Sincan,Yenikent
28000,3+1,160,,Ankara,Pursaklar,Merkez
22000,4+1,185,,Ankara,Keçiören,Esertepe / Yayla
25000,3+1,125,,Ankara,Yenimahalle,Demetevler
25000,3+1,160,,Ankara,Sincan,Fatih
53000,4+1,222,,Ankara,Gölbaşı,Merkez
25000,3+1,145,,Ankara,Çankaya,Bahçelievler
13500,1+1,90,,Ankara,Keçiören,Şenlik/Güçlükaya
30000,2+1,98,,Ankara,Çankaya,Balgat
15500,3+1,110,,Ankara,Mamak,Misket
20000,3+1,135,,Ankara,Altındağ,Merkez
27500,3+1,115,,Ankara,Çankaya,Balgat
37200,1+1,55,,Ankara,Çankaya,Merkez
24000,3+1,130,,Ankara,Keçiören,Etlik / İncirli
12500,3+1,110,,Ankara,Keçiören,Şenlik/Güçlükaya
21500,1+1,62,,Ankara,Etimesgut,Eryaman
16500,3+1,125,,Ankara,Keçiören,Ufuktepe
27000,3+1,156,,Ankara,Etimesgut,Çarşı
20000,2+1,115,,Ankara,Yenimahalle,Batıkent
16500,3+1,110,,Ankara,Mamak,Akdere
27500,1+1,60,,Ankara,Yenimahalle,Batıkent
45000,4+1,220,,Ankara,Etimesgut,Çarşı
30000,2+1,90,,Ankara,Yenimahalle,Batıkent
30000,3+1,158,,Ankara,Keçiören,Esertepe / Yayla
11900,3+1,100,,Ankara,Sincan,Merkez
29000,2+1,90,,Ankara,Yenimahalle,Merkez
30000,3+1,158,,Ankara,Çankaya,Yıldız
26000,2.5+1,130,,Ankara,Yenimahalle,Ostim
15500,2+1,100,,Ankara,Etimesgut,Çarşı
15000,3+1,140,,Ankara,Etimesgut,Çarşı
23000,1+1,47,,Ankara,Gölbaşı,Merkez
35000,1+1,90,,Ankara,Çankaya,Çayyolu/Ümitköy
25000,3+1,110,,Ankara,Yenimahalle,Batıkent
25000,3+1,100,,Ankara,Yenimahalle,Demetevler
33000,2+1,55,,Ankara,Çankaya,Gaziosmanpaşa(Gop)
20000,3+1,130,,Ankara,Keçiören,Sanatoryum
30000,4+1,120,,Ankara,Çankaya,Zafertepe
18500,Stüdyo (1+0),35,,Ankara,Etimesgut,Eryaman
37000,3+1,160,,Ankara,Etimesgut,Çarşı
55000,5+2,350,,Ankara,Çankaya,Çayyolu/Ümitköy
12500,3+1,85,,Ankara,Keçiören,Kalaba
26000,4+1,240,,Ankara,Keçiören,Kalaba
32000,2+1,110,,Ankara,Çankaya,Merkez
20000,1+1,45,,Ankara,Gölbaşı,Merkez
19000,3+1,130,,Ankara,Mamak,Misket
12000,2+1,95,,Ankara,Nallıhan,Merkez
16750,1+1,45,,Ankara,Gölbaşı,Merkez
30000,3+1,160,,Ankara,Yenimahalle,Şentepe
35000,3+1,200,,Ankara,Mamak,Kayaş
40000,3+1,148,,Ankara,Çankaya,Yıldız
56500,3+1,135,,Ankara,Çankaya,Yıldız
22000,3+1,140,,Ankara,Yenimahalle,Şentepe
13900,2+1,90,,Ankara,Mamak,Akdere
24500,1+1,55,,Ankara,Gölbaşı,Merkez
20000,1+1,50,,Ankara,Gölbaşı,Merkez
23000,1+1,50,,Ankara,Gölbaşı,Merkez
15000,3+1,125,,Ankara,Mamak,Misket
38000,4+1,175,,Ankara,Çankaya,Öveçler
20000,2+1,100,,Ankara,Keçiören,Sanatoryum
24000,1+1,60,,Ankara,Etimesgut,Çarşı
28000,3+1,120,,Ankara,Yenimahalle,Batıkent
25000,3+1,150,,Ankara,Yenimahalle,Merkez
35000,1+1,72,,Ankara,Çankaya,Balgat
12000,2+0,65,,Ankara,Çubuk,Merkez
19500,3+1,130,,Ankara,Pursaklar,Merkez
24500,1+1,65,,Ankara,Etimesgut,Merkez
21000,1+1,70,,Ankara,Etimesgut,Eryaman
23000,2+1,110,,Ankara,Sincan,Fatih
25000,2+1,90,,Ankara,Çankaya,Kızılay
19000,3+1,130,,Ankara,Kızılcahamam,Merkez
25000,2+1,90,,Ankara,Çankaya,Kızılay
19000,3+1,130,,Ankara,Kızılcahamam,Merkez
25000,3+1,140,,Ankara,Sincan,Merkez
36000,2+1,95,,Ankara,Gölbaşı,Merkez
20000,3+1,110,,Ankara,Yenimahalle,Merkez
16000,3+1,120,,Ankara,Mamak,Boğaziçi
32000,3+1,170,,Ankara,Yenimahalle,Merkez
15000,3+1,115,,Ankara,Mamak,Misket
25000,2+1,100,,Ankara,Çankaya,Öveçler
22000,2+1,100,,Ankara,Yenimahalle,A.O.Çiftliği(Aoç)
17500,3+1,130,,Ankara,Sincan,Merkez
17000,3+1,115,,Ankara,Keçiören,Sanatoryum
18000,3+1,115,,Ankara,Çankaya,Dikmen
25500,1+1,35,,Ankara,Gölbaşı,Merkez
18500,3+1,120,,Ankara,Sincan,Merkez
17000,3+1,110,,Ankara,Çankaya,Zafertepe
48000,6+2,320,,Ankara,Yenimahalle,Batıkent
27000,3+1,115,,Ankara,Yenimahalle,Batıkent
16000,3+1,130,,Ankara,Sincan,Merkez
14500,2+1,90,,Ankara,Sincan,Merkez
22500,3+1,110,,Ankara,Keçiören,Etlik / İncirli
17000,3+1,105,,Ankara,Yenimahalle,Merkez
26000,3+1,125,,Ankara,Sincan,Merkez
26500,2+1,110,,Ankara,Çankaya,Dikmen
35000,2+1,85,,Ankara,Çankaya,Küçükesat
29990,3+1,140,,Ankara,Çankaya,Bahçelievler
15500,3+1,130,,Ankara,Sincan,Temelli
8000,2.5+1,100,,Ankara,Yenimahalle,Merkez
27000,4+1,180,,Ankara,Pursaklar,Merkez
32000,3+1,140,,Ankara,Çankaya,Bahçelievler
17000,3+1,120,,Ankara,Mamak,Gülveren
36500,3+1,160,,Ankara,Çankaya,Dikmen
27000,3+1,110,,Ankara,Çankaya,Kırkkonaklar
25000,3+1,110,,Ankara,Çankaya,Dikmen
32500,2+1,113,,Ankara,Etimesgut,Çarşı
18000,3+1,130,,Ankara,Etimesgut,Çarşı
35000,2+1,116,,Ankara,Etimesgut,Merkez
19000,3+1,120,,Ankara,Keçiören,Aktepe
14000,1+1,55,,Ankara,Sincan,Merkez
35500,4+1,170,,Ankara,Çankaya,Yıldız
22000,2+1,90,,Ankara,Yenimahalle,Demetevler
42000,2+1,130,,Ankara,Gölbaşı,Merkez
30000,2+1,85,,Ankara,Etimesgut,Eryaman
28000,3+1,150,,Ankara,Çankaya,Yıldız
29000,3+1,155,,Ankara,Keçiören,Etlik / İncirli
17000,Stüdyo (1+0),45,,Ankara,Yenimahalle,Demetevler
40000,2+1,75,,Ankara,Çankaya,Bahçelievler
25000,4+1,200,,Ankara,Etimesgut,Merkez
17500,3+1,145,,Ankara,Keçiören,Ufuktepe
37000,2+1,100,,Ankara,Çankaya,Gaziosmanpaşa(Gop)
20000,1+1,70,,Ankara,Etimesgut,Eryaman
30000,4+1,170,,Ankara,Keçiören,Ufuktepe
15000,3+1,135,,Ankara,Çubuk,Merkez
35000,3+1,140,,Ankara,Mamak,Kayaş
31000,3+1,120,,Ankara,Etimesgut,Merkez
20900,3+1,135,,Ankara,Keçiören,Esertepe / Yayla
30000,3+1,155,,Ankara,Yenimahalle,Batıkent
42000,4+1,180,,Ankara,Yenimahalle,Merkez
25000,1+1,75,,Ankara,Çankaya,Merkez
36000,2+1,90,,Ankara,Çankaya,Bahçelievler
18000,3+1,125,,Ankara,Keçiören,Esertepe / Yayla
30000,2+1,120,,Ankara,Keçiören,Sanatoryum
25900,3+1,128,,Ankara,Çankaya,Balgat
30000,5+1,210,,Ankara,Keçiören,Etlik / İncirli
85000,4+1,195,,Ankara,Yenimahalle,A.O.Çiftliği(Aoç)
35000,1+1,70,,Ankara,Çankaya,Öveçler
25000,3+1,120,,Ankara,Çankaya,Bahçelievler
36000,4+1,174,,Ankara,Çankaya,Dikmen
42500,4+1,200,,Ankara,Yenimahalle,Merkez
32000,2+1,85,,Ankara,Gölbaşı,Merkez
17500,1+1,55,,Ankara,Sincan,Merkez
22500,6+1,230,,Ankara,Keçiören,Esertepe / Yayla
13500,2+1,120,,Ankara,Sincan,Merkez
18500,2+1,100,,Ankara,Sincan,Yenikent
17500,3+1,120,,Ankara,Keçiören,Sanatoryum
21000,3+1,140,,Ankara,Keçiören,Ufuktepe
20000,3+1,137,,Ankara,Etimesgut,Merkez
16000,2+1,100,,Ankara,Sincan,Merkez
22500,3+1,135,,Ankara,Yenimahalle,Merkez
100000,4+1,199,,Ankara,Çankaya,Çayyolu/Ümitköy
18000,3+1,125,,Ankara,Pursaklar,Merkez
38000,3+1,105,,Ankara,Çankaya,Çayyolu/Ümitköy
26000,1+1,70,,Ankara,Çankaya,Çayyolu/Ümitköy
28000,4+1,175,,Ankara,Yenimahalle,Merkez
14500,2+1,67,,Ankara,Çubuk,Merkez
25000,3+1,110,,Ankara,Sincan,Fatih
48000,4+1,195,,Ankara,Yenimahalle,Batıkent
19000,1+1,35,,Ankara,Çankaya,Çayyolu/Ümitköy
55000,4+1,196,,Ankara,Etimesgut,Çarşı
20000,2+1,75,,Ankara,Çankaya,Anıttepe
61000,4+1,210,,Ankara,Çankaya,Çayyolu/Ümitköy
13500,3+1,115,,Ankara,Sincan,Merkez
18000,3+1,100,,Ankara,Mamak,Demirlibahçe
22000,1+1,50,,Ankara,Çankaya,Çayyolu/Ümitköy
9000,1+1,42,,Ankara,Çubuk,Merkez
22000,3+1,120,,Ankara,Sincan,Merkez
6000,3+1,180,,Ankara,Yenimahalle,Demetevler
18000,3+1,135,,Ankara,Sincan,Yenikent
42500,4+1,160,,Ankara,Etimesgut,Çarşı
24250,3+1,125,,Ankara,Altındağ,Hasköy
30000,3+1,120,,Ankara,Çankaya,Dikmen
32000,2+1,95,,Ankara,Çankaya,Bahçelievler
17000,3+1,140,,Ankara,Kahramankazan,Kazan
10000,2+1,90,,Ankara,Yenimahalle,Şentepe
16000,3+1,145,,Ankara,Mamak,Misket
21000,1+1,52,,Ankara,Yenimahalle,Batıkent
20000,3+1,115,,Ankara,Sincan,Merkez
14000,1+1,45,,Ankara,Çubuk,Merkez
35500,3+1,125,,Ankara,Yenimahalle,Merkez
17000,3+1,110,,Ankara,Mamak,Boğaziçi
21000,2+1,110,,Ankara,Etimesgut,Çarşı
28750,2+1,95,,Ankara,Yenimahalle,İstasyon
35500,3+1,120,,Ankara,Çankaya,Gaziosmanpaşa(Gop)
17500,3+1,120,,Ankara,Yenimahalle,Batıkent
11000,3+1,160,,Ankara,Sincan,Temelli
25000,3+1,135,,Ankara,Çankaya,Cebeci
25000,2+1,110,,Ankara,Etimesgut,Çarşı
40000,3+1,105,,Ankara,Çankaya,Ayrancı
29500,3+1,140,,Ankara,Yenimahalle,Demetevler
12000,3+1,110,,Ankara,Kahramankazan,Kazan
20000,2+1,65,,Ankara,Gölbaşı,Merkez
15000,2+1,90,,Ankara,Yenimahalle,Merkez
27000,1+1,65,,Ankara,Yenimahalle,Batıkent
20500,2+1,120,,Ankara,Çankaya,Öveçler
33000,4+2,220,,Ankara,Mamak,Akdere
55000,4.5+2,220,,Ankara,Gölbaşı,Merkez
23500,3+1,140,,Ankara,Gölbaşı,Merkez
15000,1+1,55,,Ankara,Çubuk,Merkez
25000,3+1,135,,Ankara,Çankaya,Dikmen
26000,3+1,150,,Ankara,Çankaya,Balgat
24000,2+1,100,,Ankara,Altındağ,Merkez
24750,3+1,150,,Ankara,Kızılcahamam,Merkez
17500,3+1,90,,Ankara,Keçiören,Aktepe
12750,3+1,110,,Ankara,Keçiören,Etlik / İncirli
17000,2+1,97,,Ankara,Sincan,Merkez
27000,1+1,60,,Ankara,Çankaya,Gaziosmanpaşa(Gop)
22000,1+1,55,,Ankara,Yenimahalle,Batıkent
22000,1+1,65,,Ankara,Gölbaşı,Merkez
27000,2+1,75,,Ankara,Çankaya,Kırkkonaklar
20000,2+1,92,,Ankara,Sincan,Merkez
21000,3+1,130,,Ankara,Keçiören,Etlik / İncirli
27000,3+1,160,,Ankara,Çankaya,Gaziosmanpaşa(Gop)
13000,2+1,90,,Ankara,Keçiören,Ufuktepe
44000,4+1,225,,Ankara,Etimesgut,Çarşı
38000,3+1,155,,Ankara,Çankaya,Öveçler
32000,3+1,150,,Ankara,Çankaya,Balgat
13000,3+1,100,,Ankara,Altındağ,Merkez
45000,4+1,220,,Ankara,Çankaya,Dikmen
30000,2+1,105,,Ankara,Etimesgut,Eryaman
55000,4+1,185,,Ankara,Yenimahalle,Batıkent
36000,4+1,155,,Ankara,Çankaya,Balgat
23400,3+1,125,,Ankara,Keçiören,Ufuktepe
22750,3+1,135,,Ankara,Mamak,Boğaziçi
21000,3+1,120,,Ankara,Yenimahalle,Batıkent
21000,2+1,80,,Ankara,Mamak,Gülveren
21000,1+1,53,,Ankara,Yenimahalle,Merkez
10500,3+1,130,,Ankara,Polatlı,Çarşı
21000,2+1,90,,Ankara,Yenimahalle,Merkez
17000,3+1,115,,Ankara,Sincan,Merkez
17000,2+1,105,,Ankara,Etimesgut,Merkez
34000,1+1,52,,Ankara,Gölbaşı,Merkez
37500,1+1,55,,Ankara,Çankaya,Gaziosmanpaşa(Gop)
24000,3+1,120,,Ankara,Keçiören,Etlik / İncirli
40000,4+1,185,,Ankara,Yenimahalle,Batıkent
22000,3+1,110,,Ankara,Altındağ,Merkez
14000,3+1,135,,Ankara,Altındağ,Ulubey
20500,1+1,70,,Ankara,Pursaklar,Merkez
17000,2+1,90,,Ankara,Yenimahalle,Merkez
25000,3+1,115,,Ankara,Keçiören,Şenlik/Güçlükaya
28000,1+1,60,,Ankara,Çankaya,Anıttepe
50000,4+1,190,,Ankara,Çankaya,Çayyolu/Ümitköy
32000,3+1,150,,Ankara,Etimesgut,Çarşı
22500,3+1,110,,Ankara,Gölbaşı,Merkez
20000,2+1,90,,Ankara,Keçiören,Şenlik/Güçlükaya
19000,1+1,65,,Ankara,Etimesgut,Eryaman
60000,4+1,195,,Ankara,Çankaya,Çayyolu/Ümitköy
36000,3+1,125,,Ankara,Çankaya,Dikmen
10500,1+1,65,,Ankara,Çubuk,Merkez
18000,1+1,55,,Ankara,Gölbaşı,Merkez
33000,2+1,89,,Ankara,Çankaya,Balgat
23750,1+1,55,,Ankara,Yenimahalle,Batıkent
12000,1+1,45,,Ankara,Çankaya,Dikmen
14000,3+1,135,,Ankara,Akyurt,Merkez
37000,4+1,170,,Ankara,Yenimahalle,Merkez
17500,1+1,70,,Ankara,Çubuk,Merkez
22500,1+1,40,,Ankara,Çankaya,Çayyolu/Ümitköy
19500,2+1,95,,Ankara,Gölbaşı,Merkez
10000,Stüdyo (1+0),26,,Ankara,Çankaya,Cebeci
44000,4+1,200,,Ankara,Çankaya,Merkez
38000,2+1,105,,Ankara,Etimesgut,Eryaman
25000,1+1,60,,Ankara,Çankaya,Çayyolu/Ümitköy
45000,4+1,185,,Ankara,Çankaya,Merkez
30000,2+1,56,,Ankara,Çankaya,Çayyolu/Ümitköy
14000,2+1,100,,Ankara,Çankaya,Yıldız
20000,3+1,120,,Ankara,Sincan,Merkez
21000,5+1,180,,Ankara,Mamak,Boğaziçi
15500,2+1,80,,Ankara,Yenimahalle,Merkez
14500,3+1,110,,Ankara,Keçiören,Aktepe
24000,3+1,130,,Ankara,Keçiören,Etlik / İncirli
23000,2+1,95,,Ankara,Yenimahalle,Merkez
23000,2+1,95,,Ankara,Yenimahalle,Merkez
20500,1+1,60,,Ankara,Etimesgut,Eryaman
19000,2+1,96,,Ankara,Mamak,Merkez
23500,3.5+1,214,,Ankara,Sincan,Merkez
17500,1+1,52,,Ankara,Etimesgut,Eryaman
20000,2+1,75,,Ankara,Etimesgut,Eryaman
21000,3+1,120,,Ankara,Mamak,Akdere
73000,6+1,363,,Ankara,Gölbaşı,Merkez
85000,4+1,260,,Ankara,Çankaya,Bilkent/Bilkentplaza/Beytepe
16000,2+1,115,,Ankara,Keçiören,Etlik / İncirli
23000,1+1,57,,Ankara,Etimesgut,Eryaman
28000,2+1,70,,Ankara,Gölbaşı,Merkez
25000,1+1,60,,Ankara,Gölbaşı,Merkez
23500,3+1,120,,Ankara,Gölbaşı,Merkez
15000,3+1,110,,Ankara,Sincan,Fatih
18000,3+1,110,,Ankara,Altındağ,Merkez
32000,2+1,140,,Ankara,Çankaya,Dikmen
15000,3+1,130,,Ankara,Sincan,Merkez
15000,3+1,120,,Ankara,Altındağ,Merkez
12000,2+1,110,,Ankara,Mamak,Boğaziçi
15000,3+1,120,,Ankara,Sincan,Merkez
25750,3+1,140,,Ankara,Etimesgut,Çarşı
23000,3+1,130,,Ankara,Keçiören,Ufuktepe
15000,3+1,125,,Ankara,Çubuk,Merkez
23000,3.5+1,145,,Ankara,Mamak,Boğaziçi
16500,1+1,60,,Ankara,Gölbaşı,Merkez
27500,1+1,50,,Ankara,Çankaya,Kırkkonaklar
23000,3+1,125,,Ankara,Yenimahalle,Demetevler
17500,3+1,115,,Ankara,Keçiören,Merkez
20250,3+1,135,,Ankara,Yenimahalle,Merkez
